TSS_position,TSS_strand,TSS_reads,sigma_binding,found_motif, binding+motif,TU_ID,first_gene,genes
3698454,+,94,DS,DSNHF,DS,TU_Ecoli-3810,yhjV,yhjV
3703827,-,13,DH,DSF,D,TU_Ecoli-3811,dppB,dppB;dppC;dppD;dppF
3704111,-,26,DH,SHE,H,TU_Ecoli-3812,dppB,dppB;dppC;dppD;dppF
3704263,-,6,DH,SHF,H,TU_Ecoli-3813,dppB,dppB;dppC;dppD;dppF
3704290,-,12,DH,DNH,DH,TU_Ecoli-3814,dppB,dppB;dppC;dppD;dppF
3704353,-,27,DH,NFE,,TU_Ecoli-3815,dppB,dppB;dppC;dppD;dppF
3705873,-,21,DSH,DN,D,TU_Ecoli-3816,dppA,dppA;dppB;dppC;dppD;dppF
3705893,-,135,DSH,DSNHFE,DSH,TU_Ecoli-3817,dppA,dppA;dppB;dppC;dppD;dppF
3706338,-,6,DSH,NHE,H,TU_Ecoli-3818,dppA,dppA;dppB;dppC;dppD;dppF
3708602,-,87,DS,SNHE,S,TU_Ecoli-3819,eptB,eptB
3710610,-,75,DS,DSNHFE,DS,TU_Ecoli-3820,yhjX,yhjX
3710765,+,225,DS,DSNHF,DS,TU_Ecoli-3821,tag,tag;yiaC
3711033,-,98,DS,DSNHFE,DS,TU_Ecoli-3822,yhjY,yhjY
3714451,-,99,D,DSHE,D,TU_Ecoli-3823,bisC,bisC
3714505,-,6,D,DNF,D,TU_Ecoli-3824,bisC,bisC
3714534,-,11,D,DSHE,D,TU_Ecoli-3825,bisC,bisC
3715299,+,6,D,DSNHE,D,TU_Ecoli-3826,ghrB,ghrB
3715310,+,71,D,DSHE,D,TU_Ecoli-3827,ghrB,ghrB
3717120,-,52,DS,DSNF,DS,TU_Ecoli-3828,yiaF,yiaF
3717339,+,29,DS,NHE,,TU_Ecoli-3829,yiaG,yiaG
3717454,+,31,DS,DSHE,DS,TU_Ecoli-3830,yiaG,yiaG
3717912,+,23677,DS,DNFE,D,TU_Ecoli-3831,cspA,cspA
3718086,+,78,DS,DSHFE,DS,TU_Ecoli-3832,insJ,insJ;insK
3718093,+,38,DS,DSNHFE,DS,TU_Ecoli-3833,insJ,insJ;insK
3718792,+,5,F,DF,F,TU_Ecoli-3834,insK,insK
3723395,-,15,D,DSHE,D,TU_Ecoli-3835,glyQ,glyQ;glyS
3723618,-,5,D,SNH,,TU_Ecoli-3836,glyQ,glyQ;glyS
3726025,-,26,H,DSNHFE,H,TU_Ecoli-3837,yiaB,yiaB;yiaA
3726042,-,77,H,NFE,,TU_Ecoli-3838,yiaB,yiaB;yiaA
3727987,-,187,H,DSNFE,,TU_Ecoli-3839,xylB,xylB
3728866,-,19,D,DSFE,D,TU_Ecoli-3840,xylA,xylA;xylB
3729092,+,5,D,DSNFE,D,TU_Ecoli-3841,xylF,xylF;xylG;xylH;xylR
3732840,+,59,DS,DNH,D,TU_Ecoli-3842,xylR,xylR
3732885,+,24,DS,DSNFE,DS,TU_Ecoli-3843,xylR,xylR
3735030,+,73,DS,DSHFE,DS,TU_Ecoli-3844,malS,malS
3735083,+,303,DS,DSNHE,DS,TU_Ecoli-3845,malS,malS
3735263,-,24,DS,DSNH,DS,TU_Ecoli-3846,bax,bax
3735273,-,12,DS,DSNHE,DS,TU_Ecoli-3847,bax,bax
3735297,-,12,DS,DSNH,DS,TU_Ecoli-3848,bax,bax
3737697,+,200,D,DSHFE,D,TU_Ecoli-3849,avtA,avtA
3740563,-,10,DE,DSNHFE,DE,TU_Ecoli-3850,yiaJ,yiaJ;ysaA
3740604,-,17,DE,DSE,DE,TU_Ecoli-3851,yiaJ,yiaJ;ysaA
3754558,-,4550,S,DSNHE,S,TU_Ecoli-3852,aldB,aldB
3754687,-,230,S,DSHF,S,TU_Ecoli-3853,aldB,aldB
3759323,-,98,D,DSNHFE,D,TU_Ecoli-3854,selA,selA;selB
3759400,-,1958,D,SNHFE,,TU_Ecoli-3855,selA,selA;selB
3759992,-,8,DS,DSHFE,DS,TU_Ecoli-3856,yibF,yibF
3760001,-,16,DS,DSHFE,DS,TU_Ecoli-3857,yibF,yibF
3769693,-,19,DSH,DSNHF,DSH,TU_Ecoli-3858,yibH,yibH
3769701,-,42,DSH,DHF,DH,TU_Ecoli-3859,yibH,yibH
3769709,-,54,DSH,NHF,H,TU_Ecoli-3860,yibH,yibH
3769722,-,9,DSH,SNFE,S,TU_Ecoli-3861,yibH,yibH
3769747,-,21,DSH,DSNHF,DSH,TU_Ecoli-3862,yibH,yibH
3769834,-,266,DSH,DSH,DSH,TU_Ecoli-3863,yibI,yibI;yibH
3770152,+,214,DSH,DSHF,DSH,TU_Ecoli-3864,mtlA,mtlA
3770212,+,31,DSH,DSNF,DS,TU_Ecoli-3865,mtlA,mtlA
3774409,-,27,DS,NE,,TU_Ecoli-3866,yibT,yibT
3774469,-,7,DS,DSNH,DS,TU_Ecoli-3867,yibT,yibT
3774659,+,10,DS,DSNH,DS,TU_Ecoli-3868,yibL,yibL
3774660,-,5,DS,DNHFE,D,TU_Ecoli-3869,yibT,yibT
3774723,+,6,DS,NHFE,,TU_Ecoli-3870,lldP,lldP;lldR;lldD
3774730,+,5,DS,NHFE,,TU_Ecoli-3871,lldP,lldP;lldR;lldD
3779222,+,30,D,DSHF,D,TU_Ecoli-3872,yibK,yibK
3780704,-,837,D,DSNHF,D,TU_Ecoli-3873,cysE,cysE
3781917,-,6,S,DSN,S,TU_Ecoli-3874,gpsA,gpsA
3782019,-,119,S,DSNHF,S,TU_Ecoli-3875,gpsA,gpsA
3782226,-,23,S,DSN,S,TU_Ecoli-3876,secB,secB;gpsA
3782257,-,306,S,DSH,S,TU_Ecoli-3877,secB,secB;gpsA
3782316,-,54,S,FE,,TU_Ecoli-3878,secB,secB;gpsA
3782560,-,17,S,DSNHF,S,TU_Ecoli-3879,grxC,grxC;secB;gpsA
3782823,+,6,DS,DNHE,D,TU_Ecoli-3880,gpmM,gpmM;envC;yibQ
3782990,-,192,DS,DSNHFE,DS,TU_Ecoli-3881,grxC,grxC;secB;gpsA
3783077,-,431,DS,DSNHF,DS,TU_Ecoli-3882,yibN,yibN
3783247,+,6,DS,DSN,DS,TU_Ecoli-3883,gpmM,gpmM;envC;yibQ
3783438,-,16,DS,HE,,TU_Ecoli-3884,yibN,yibN
3784606,+,9,D,NFE,,TU_Ecoli-3885,envC,envC;yibQ
3784747,+,13,D,SHF,,TU_Ecoli-3886,envC,envC;yibQ
3784795,+,156,D,DNFE,D,TU_Ecoli-3887,envC,envC;yibQ
3784816,+,11,D,F,,TU_Ecoli-3888,envC,envC;yibQ
3784837,+,10,D,DNF,D,TU_Ecoli-3889,envC,envC;yibQ
3791962,+,1784,DSE,DSNH,DS,TU_Ecoli-3890,rfaD,rfaD;waaF;waaC;rfaL
3794651,+,6,DS,DSNF,DS,TU_Ecoli-3891,rfaL,rfaL
3799387,-,12,DSN,DSNFE,DSN,TU_Ecoli-3892,waaY,waaY;rfaZ;waaK
3806539,+,165,DSH,DSNHFE,DSH,TU_Ecoli-3893,waaA,waaA;coaD
3809198,-,42,SH,DNH,H,TU_Ecoli-3894,mutM,mutM
3809597,-,26,DSH,SHF,SH,TU_Ecoli-3895,rpmG,rpmG
3809603,-,37,DSH,SHF,SH,TU_Ecoli-3896,rpmG,rpmG
3809610,-,53,DSH,SHF,SH,TU_Ecoli-3897,rpmG,rpmG
3809630,-,96,DSH,HFE,H,TU_Ecoli-3898,rpmG,rpmG
3809658,-,12,DSH,SN,S,TU_Ecoli-3899,rpmG,rpmG
3809668,-,48,DSH,SNHE,SH,TU_Ecoli-3900,rpmG,rpmG
3809678,-,73,DSH,SHE,SH,TU_Ecoli-3901,rpmG,rpmG
3809686,-,75,DSH,DSFE,DS,TU_Ecoli-3902,rpmG,rpmG
3809827,-,98,DSH,DSHF,DSH,TU_Ecoli-3903,rpmB,rpmB;rpmG
3809837,-,169,DSH,DSNHF,DSH,TU_Ecoli-3904,rpmB,rpmB;rpmG
3810018,-,731,DSH,DSNFE,DS,TU_Ecoli-3905,rpmB,rpmB;rpmG
3811769,+,57,D,DSNHF,D,TU_Ecoli-3906,dut,dut;slmA
3811780,+,63,D,DN,D,TU_Ecoli-3907,dut,dut;slmA
3811933,+,68,D,DSNH,D,TU_Ecoli-3908,dut,dut;slmA
3811964,+,13,D,DSHF,D,TU_Ecoli-3909,slmA,slmA
3811976,+,8,D,DSF,D,TU_Ecoli-3910,slmA,slmA
3812201,+,30,D,DSNHF,D,TU_Ecoli-3911,slmA,slmA
3812219,+,7,D,DSNFE,D,TU_Ecoli-3912,slmA,slmA
3812232,+,41,D,DSNHE,D,TU_Ecoli-3913,slmA,slmA
3814579,-,7,DS,DSNHF,DS,TU_Ecoli-3914,rph,rph;pyrE
3814600,-,12,DS,DSNHFE,DS,TU_Ecoli-3915,rph,rph;pyrE
3814671,+,21,DS,DSNHF,DS,TU_Ecoli-3916,yicC,yicC
3814672,-,6,DS,DSE,DS,TU_Ecoli-3917,rph,rph;pyrE
3819409,+,493,DS,DSNF,DS,TU_Ecoli-3918,gmk,gmk;rpoZ;spoT;trmH;recG
3819946,+,340,DS,DSNHF,DS,TU_Ecoli-3919,rpoZ,rpoZ;spoT;trmH;recG
3820008,+,244,DS,DSFE,DS,TU_Ecoli-3920,rpoZ,rpoZ;spoT;trmH;recG
3820100,+,34,DS,DSNHE,DS,TU_Ecoli-3921,rpoZ,rpoZ;spoT;trmH;recG
3826788,-,98,DS,DSNHFE,DS,TU_Ecoli-3922,gltS,gltS
3826947,+,712,DS,DSNHFE,DS,TU_Ecoli-3923,xanP,xanP
3828454,+,95,D,DSNHF,D,TU_Ecoli-3924,yicH,yicH
3834255,+,24,DSHE,F,,TU_Ecoli-3925,yicT,yicT
3834283,+,10,DSHE,S,S,TU_Ecoli-3926,yicT,yicT
3834299,+,33,DSHE,SNH,SH,TU_Ecoli-3927,yicT,yicT
3836236,+,18,DS,DSHE,DS,TU_Ecoli-3928,yicL,yicL
3838039,-,72,DS,DSHF,DS,TU_Ecoli-3929,nlpA,nlpA
3848772,-,35,D,DSNHFE,D,TU_Ecoli-3930,uhpA,uhpA;uhpB;uhpC
3848778,-,652,D,DSNHFE,D,TU_Ecoli-3931,uhpA,uhpA;uhpB;uhpC
3848784,-,18,D,SNHFE,,TU_Ecoli-3932,uhpA,uhpA;uhpB;uhpC
3848918,-,18,D,F,,TU_Ecoli-3933,uhpA,uhpA;uhpB;uhpC
3848944,-,18,D,SH,,TU_Ecoli-3934,uhpA,uhpA;uhpB;uhpC
3849108,-,25,D,N,,TU_Ecoli-3935,uhpA,uhpA;uhpB;uhpC
3849115,-,149,D,N,,TU_Ecoli-3936,ilvN,ilvN;uhpA;uhpB;uhpC
3850993,-,15,DSN,SNE,SN,TU_Ecoli-3937,ilvB,ilvB;ilvN;uhpA;uhpB;uhpC
3851009,-,30,DSN,HFE,,TU_Ecoli-3938,ilvB,ilvB;ilvN;uhpA;uhpB;uhpC
3851039,-,853,DSN,DSF,DS,TU_Ecoli-3939,ivbL,ivbL
3851215,-,8,DSN,DSNHF,DSN,TU_Ecoli-3940,istR-1,istR-1
3851362,+,135,DSN,DSHFE,DS,TU_Ecoli-3941,tisB,tisB
3851465,+,91,DSN,SNF,SN,TU_Ecoli-3942,tisB,tisB
3851471,+,15,DSN,SE,S,TU_Ecoli-3943,tisB,tisB
3851553,+,34,DSN,NF,N,TU_Ecoli-3944,tisB,tisB
3854418,+,13,D,DSNHFE,D,TU_Ecoli-3945,yidI,yidI
3854435,-,8,D,DSNFE,D,TU_Ecoli-3946,yidH,yidH;yidG;yidF
3864367,-,18,DS,DNHF,D,TU_Ecoli-3947,yidE,yidE
3864546,-,115,DS,DNHFE,D,TU_Ecoli-3948,yidE,yidE
3864556,-,10,DS,DSNHFE,DS,TU_Ecoli-3949,yidE,yidE
3864563,-,99,DS,DSN,DS,TU_Ecoli-3950,yidE,yidE
3864942,-,27,DH,SNHF,H,TU_Ecoli-3951,ibpB,ibpB
3865032,-,11,DSHE,HFE,HE,TU_Ecoli-3952,ibpB,ibpB
3865103,-,5,DSHE,DSNHF,DSH,TU_Ecoli-3953,ibpB,ibpB
3865466,+,16,DSHE,DSHFE,DSHE,TU_Ecoli-3954,yidQ,yidQ
3865474,-,126,DSHE,DSNHE,DSHE,TU_Ecoli-3955,ibpA,ibpA;ibpB
3865541,-,838,DSHE,DSNHF,DSH,TU_Ecoli-3956,ibpA,ibpA;ibpB
3865621,+,114,DSHE,DSNE,DSE,TU_Ecoli-3957,yidQ,yidQ
3865631,+,281,DSHE,DSNE,DSE,TU_Ecoli-3958,yidQ,yidQ
3865675,+,30,DSHE,SFE,SE,TU_Ecoli-3959,yidQ,yidQ
3865693,+,17,DSHE,SFE,SE,TU_Ecoli-3960,yidQ,yidQ
3865741,-,1292,DSHE,DSHE,DSHE,TU_Ecoli-3961,ibpA,ibpA;ibpB
3873209,-,117,DS,DSNHFE,DS,TU_Ecoli-3962,dgoR,dgoR;dgoK;dgoA;dgoD;dgoT
3873877,-,14,DS,DSNFE,DS,TU_Ecoli-3963,dgoR,dgoR;dgoK;dgoA;dgoD;dgoT
3875000,-,269,DSH,DNH,DH,TU_Ecoli-3964,yidA,yidA
3875519,-,11,DSH,DSHE,DSH,TU_Ecoli-3965,yidB,yidB;yidA
3875847,-,9,DSH,DSNHFE,DSH,TU_Ecoli-3966,yidB,yidB;yidA
3875906,-,31,DSH,DSH,DSH,TU_Ecoli-3967,yidB,yidB;yidA
3875917,-,6,DSH,DSHFE,DSH,TU_Ecoli-3968,yidB,yidB;yidA
3878163,-,46,DS,DSNHE,DS,TU_Ecoli-3969,gyrB,gyrB
3878172,-,37,DS,DSE,DS,TU_Ecoli-3970,gyrB,gyrB
3879693,-,39,D,DNF,D,TU_Ecoli-3971,recF,recF
3879774,-,21,D,DSHF,D,TU_Ecoli-3972,recF,recF
3879863,-,134,D,DSNFE,D,TU_Ecoli-3973,recF,recF
3881901,-,674,DSH,DSNHF,DSH,TU_Ecoli-3974,dnaA,dnaA;dnaN
3881984,-,64,DSH,DSNH,DSH,TU_Ecoli-3975,dnaA,dnaA;dnaN
3882073,+,2956,DSH,DSNHFE,DSH,TU_Ecoli-3976,rpmH,rpmH;rnpA;yidD;yidC
3882140,+,291,DSH,DSHF,DSH,TU_Ecoli-3977,rpmH,rpmH;rnpA;yidD;yidC
3882216,+,124,DSH,NE,,TU_Ecoli-3978,rpmH,rpmH;rnpA;yidD;yidC
3882371,+,65,DSH,DSHFE,DSH,TU_Ecoli-3979,rnpA,rnpA;yidD;yidC
3882385,+,31,DSH,DSNHE,DSH,TU_Ecoli-3980,rnpA,rnpA;yidD;yidC
3882426,+,39,DSH,SH,SH,TU_Ecoli-3981,rnpA,rnpA;yidD;yidC
3882444,+,5,DSH,SF,S,TU_Ecoli-3982,rnpA,rnpA;yidD;yidC
3882536,+,21,DSH,DSH,DSH,TU_Ecoli-3983,yidD,yidD;yidC
3886434,+,64,DS,DSNE,DS,TU_Ecoli-3984,tnaC,tnaC
3886475,+,12,DS,DSNHE,DS,TU_Ecoli-3985,tnaA,tnaA
3891875,+,329,DSE,DSHFE,DSE,TU_Ecoli-3986,yieE,yieE;yieF
3894414,+,6,D,DSNHE,D,TU_Ecoli-3987,yieH,yieH
3894514,+,39,D,DSFE,D,TU_Ecoli-3988,yieH,yieH
3894538,+,18,D,DNFE,D,TU_Ecoli-3989,yieH,yieH
3894662,-,177,D,DSNHE,D,TU_Ecoli-3990,yieG,yieG
3909566,-,8,D,DSHFE,D,TU_Ecoli-3991,pstS,pstS;pstC;pstA;pstB;phoU
3909613,-,15,D,DSNHE,D,TU_Ecoli-3992,pstS,pstS;pstC;pstA;pstB;phoU
3913237,-,42,D,DSNHF,D,TU_Ecoli-3993,glmU,glmU;glmS
3913243,-,141,D,DSNHF,D,TU_Ecoli-3994,glmU,glmU;glmS
3913399,-,23,D,DHFE,D,TU_Ecoli-3995,glmU,glmU;glmS
3920407,-,9,DS,NHE,,TU_Ecoli-3996,atpB,atpB;atpE;atpF;atpH;atpA;atpG;atpD;atpC
3920411,-,9,DS,HE,,TU_Ecoli-3997,atpB,atpB;atpE;atpF;atpH;atpA;atpG;atpD;atpC
3920448,-,19,DS,NFE,,TU_Ecoli-3998,atpB,atpB;atpE;atpF;atpH;atpA;atpG;atpD;atpC
3920500,-,417,DS,DHFE,D,TU_Ecoli-3999,atpI,atpI;atpB;atpE;atpF;atpH;atpA;atpG;atpD;atpC
3920548,-,70,DS,DSNHE,DS,TU_Ecoli-4000,atpI,atpI;atpB;atpE;atpF;atpH;atpA;atpG;atpD;atpC
3920743,-,270,DS,DSNHE,DS,TU_Ecoli-4001,atpI,atpI;atpB;atpE;atpF;atpH;atpA;atpG;atpD;atpC
3923686,-,5,D,NE,,TU_Ecoli-4002,mnmG,mnmG;rsmG
3923702,-,339,D,DSNHF,D,TU_Ecoli-4003,mnmG,mnmG;rsmG
3924499,-,11,D,DSFE,D,TU_Ecoli-4004,mioC,mioC
3924814,+,48,D,DSNHF,D,TU_Ecoli-4005,asnA,asnA
3925155,+,17,D,DSNFE,D,TU_Ecoli-4006,asnA,asnA
3929151,-,43,DS,DSHFE,DS,TU_Ecoli-4007,ravA,ravA;viaA
3929181,-,25,DS,SHFE,S,TU_Ecoli-4008,ravA,ravA;viaA
3929239,+,9,DS,DSNHF,DS,TU_Ecoli-4009,kup,kup
3929244,-,7,DS,DSNFE,DS,TU_Ecoli-4010,ravA,ravA;viaA
3931345,+,131,DSH,DSNF,DS,TU_Ecoli-4011,rbsD,rbsD;rbsA;rbsC;rbsB
3931418,+,63,DSH,DNFE,D,TU_Ecoli-4012,rbsA,rbsA;rbsC;rbsB
3931505,+,13,DSH,H,H,TU_Ecoli-4013,rbsA,rbsA;rbsC;rbsB
3931556,+,118,DSH,NHF,H,TU_Ecoli-4014,rbsA,rbsA;rbsC;rbsB
3931578,+,74,DSH,N,,TU_Ecoli-4015,rbsA,rbsA;rbsC;rbsB
3931596,+,11,DSH,DSNHFE,DSH,TU_Ecoli-4016,rbsA,rbsA;rbsC;rbsB
3931615,+,97,DSH,DSHF,DSH,TU_Ecoli-4017,rbsA,rbsA;rbsC;rbsB
3931652,+,49,DSH,SNE,S,TU_Ecoli-4018,rbsA,rbsA;rbsC;rbsB
3935068,+,172,D,DSNHFE,D,TU_Ecoli-4019,rbsK,rbsK
3946015,-,35,DS,DSHFE,DS,TU_Ecoli-4020,hdfR,hdfR
3946073,+,651,DS,DNHFE,D,TU_Ecoli-4021,yifE,yifE
3946147,-,6,DS,SF,S,TU_Ecoli-4022,hdfR,hdfR
3948313,+,9176,DS,DSNFE,DS,TU_Ecoli-4023,ilvL,ilvL;ilvG_1;ilvG_2;ilvM;ilvE;ilvD;ilvA
3948349,+,52,DS,NF,,TU_Ecoli-4024,ilvX,ilvX
3948360,+,6,DS,DSHFE,DS,TU_Ecoli-4025,ilvX,ilvX
3948361,+,6,DS,DSHFE,DS,TU_Ecoli-4026,ilvX,ilvX
3948368,+,6,DS,DHE,D,TU_Ecoli-4027,ilvX,ilvX
3948384,+,22,DS,DSN,DS,TU_Ecoli-4028,ilvX,ilvX
3948512,+,13,DS,SNE,S,TU_Ecoli-4029,ilvX,ilvX
3948563,+,213,DS,DSFE,DS,TU_Ecoli-4030,ilvG_1,ilvG_1;ilvG_2;ilvM;ilvE;ilvD;ilvA
3948687,-,5,DS,DNH,D,TU_Ecoli-4031,yifB,yifB
3955887,-,7551,D,DSNFE,D,TU_Ecoli-4032,ilvY,ilvY
3955939,+,857,D,DSHFE,D,TU_Ecoli-4033,ilvC,ilvC
3958003,-,27,DS,DHF,D,TU_Ecoli-4034,ppiC,ppiC
3958068,+,30,DS,DNHFE,D,TU_Ecoli-4035,rep,rep
3958131,+,9,DS,DSNHFE,DS,TU_Ecoli-4036,rep,rep
3958346,-,387,DS,DSNHFE,DS,TU_Ecoli-4037,yifO,yifO
3958672,+,151,D,DSN,D,TU_Ecoli-4038,rep,rep
3963396,+,551,D,DSHF,D,TU_Ecoli-4039,trxA,trxA
3963653,-,29,D,DSHFE,D,TU_Ecoli-4040,rhlB,rhlB;gpp
3963714,+,230,DSHF,DSNHF,DSHF,TU_Ecoli-4041,trxA,trxA
3963721,+,106,DSHF,DSNHF,DSHF,TU_Ecoli-4042,trxA,trxA
3963723,-,17,DSHF,DSNFE,DSF,TU_Ecoli-4043,rhlB,rhlB;gpp
3963799,+,85,DSHF,SNF,SF,TU_Ecoli-4044,rhoL,rhoL
3963819,+,98,DSHF,DSE,DS,TU_Ecoli-4045,rhoL,rhoL
3963825,+,16,DSHF,DFE,DF,TU_Ecoli-4046,rhoL,rhoL
3963896,-,18,DSHF,DSHE,DSH,TU_Ecoli-4047,rhlB,rhlB;gpp
3964185,+,335,DSHF,DSN,DS,TU_Ecoli-4048,rhoL,rhoL
3964218,+,719,DSHF,DSNHF,DSHF,TU_Ecoli-4049,rhoL,rhoL
3964247,+,128,DSHF,DSNHE,DSH,TU_Ecoli-4050,rhoL,rhoL
3964270,+,101,DSHF,DSNHE,DSH,TU_Ecoli-4051,rho,rho
3964288,+,39,DSHF,DH,DH,TU_Ecoli-4052,rho,rho
3964321,+,24,DSHF,SNE,S,TU_Ecoli-4053,rho,rho
3964346,+,12,DSHF,F,F,TU_Ecoli-4054,rho,rho
3964364,+,14,DSHF,NHE,H,TU_Ecoli-4055,rho,rho
3965769,+,34,DS,DSNHFE,DS,TU_Ecoli-4056,rfe,rfe;wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM
3965848,+,103,DS,DSNHFE,DS,TU_Ecoli-4057,rfe,rfe;wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM
3966938,+,6,NH,DSNH,NH,TU_Ecoli-4058,wzzE,wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM
3967967,+,58,D,DNHE,D,TU_Ecoli-4059,rffE,rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM
3967973,+,57,D,NHE,,TU_Ecoli-4060,rffE,rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM
3968009,+,13,D,DHFE,D,TU_Ecoli-4061,rffE,rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM
3980759,+,530,DSH,DSNHFE,DSH,TU_Ecoli-4062,aslB,aslB
3980766,+,127,DSH,DNHFE,DH,TU_Ecoli-4063,aslB,aslB
3980778,+,150,DSH,DNE,D,TU_Ecoli-4064,aslB,aslB
3984455,+,13219,DS,DSNH,DS,TU_Ecoli-4065,glmZ,glmZ
3984725,-,44,DS,DSNF,DS,TU_Ecoli-4066,aslA,aslA
3988797,+,448,DSH,DSNHE,DSH,TU_Ecoli-4067,cyaA,cyaA
3988812,-,80,DSH,DSNFE,DS,TU_Ecoli-4068,hemC,hemC;hemD;hemX;hemY
3988856,-,26,DSH,SNHF,SH,TU_Ecoli-4069,hemC,hemC;hemD;hemX;hemY
3989022,+,1146,DSH,DSN,DS,TU_Ecoli-4070,cyaA,cyaA
3992106,-,52,DS,DSNHF,DS,TU_Ecoli-4071,cyaY,cyaY
3992184,-,7,DS,DSNHFE,DS,TU_Ecoli-4072,cyaY,cyaY
3992288,+,5,DS,DSNHE,DS,TU_Ecoli-4073,yifL,yifL;dapF;yigA;xerC;yigB
3992514,+,26,DS,DSHFE,DS,TU_Ecoli-4074,yifL,yifL;dapF;yigA;xerC;yigB
3992586,+,12,DS,SNHE,S,TU_Ecoli-4075,dapF,dapF;yigA;xerC;yigB
3992595,+,5,DS,DSNHFE,DS,TU_Ecoli-4076,dapF,dapF;yigA;xerC;yigB
3992744,+,6,DS,DNF,D,TU_Ecoli-4077,dapF,dapF;yigA;xerC;yigB
3995930,+,6,D,DSNHF,D,TU_Ecoli-4078,uvrD,uvrD
3995986,+,12,D,SNH,,TU_Ecoli-4079,uvrD,uvrD
3999165,+,304,D,DSE,D,TU_Ecoli-4080,corA,corA
3999215,+,767,D,DSNH,D,TU_Ecoli-4081,corA,corA
4002748,-,22,D,DSHF,D,TU_Ecoli-4082,yigI,yigI;rarD
4002838,+,27,D,DSNFE,D,TU_Ecoli-4083,pldA,pldA
4003015,-,8,D,F,,TU_Ecoli-4084,yigI,yigI;rarD
4007048,+,404,DS,DSNHFE,DS,TU_Ecoli-4085,pldB,pldB;yigL
4007096,-,126,DS,DSNHFE,DS,TU_Ecoli-4086,rhtB,rhtB
4007124,+,11,DS,DSNHE,DS,TU_Ecoli-4087,pldB,pldB;yigL
4009077,+,8,D,DSNH,D,TU_Ecoli-4088,yigM,yigM
4010861,-,7,DH,DSNHE,DH,TU_Ecoli-4089,metR,metR
4010878,-,69,DH,DSHFE,DH,TU_Ecoli-4090,metR,metR
4010894,+,7,DH,DSNHFE,DH,TU_Ecoli-4091,metE,metE
4010909,+,487,DH,DSNHF,DH,TU_Ecoli-4092,metE,metE
4010975,+,479,DH,DS,D,TU_Ecoli-4093,metE,metE
4011207,-,14,DH,SNFE,,TU_Ecoli-4094,metR,metR
4014023,+,178,DH,DSH,DH,TU_Ecoli-4095,udp,udp;rmuC
4014195,-,10,DH,DSNHE,DH,TU_Ecoli-4096,ysgA,ysgA
4014210,-,16,DH,DSNHE,DH,TU_Ecoli-4097,ysgA,ysgA
4014225,-,38,DH,DSNHFE,DH,TU_Ecoli-4098,ysgA,ysgA
4014248,-,30,DH,DSNFE,D,TU_Ecoli-4099,ysgA,ysgA
4014349,+,57,DH,DSNH,DH,TU_Ecoli-4100,udp,udp;rmuC
4014416,+,27,DH,DSNE,D,TU_Ecoli-4101,udp,udp;rmuC
4014442,+,62,DH,DSNHFE,DH,TU_Ecoli-4102,udp,udp;rmuC
4014537,-,6,DH,HFE,H,TU_Ecoli-4103,ysgA,ysgA
4014551,-,5,DH,DHE,DH,TU_Ecoli-4104,ysgA,ysgA
4016653,+,9,D,SNF,,TU_Ecoli-4105,ubiE,ubiE;yigP;ubiB
4016777,+,13,D,DSHF,D,TU_Ecoli-4106,ubiE,ubiE;yigP;ubiB
4019710,+,164,D,DSFE,D,TU_Ecoli-4107,tatA,tatA;tatB;tatC;tatD
4019786,+,28,D,DSH,D,TU_Ecoli-4108,tatA,tatA;tatB;tatC;tatD
4022835,+,51,DS,DSNHE,DS,TU_Ecoli-4109,ubiD,ubiD;fre
4022947,-,16,DS,DSNF,DS,TU_Ecoli-4110,rfaH,rfaH
4022995,+,28,DS,DSHFE,DS,TU_Ecoli-4111,ubiD,ubiD;fre
4023071,-,744,DS,DS,DS,TU_Ecoli-4112,rfaH,rfaH
4029036,-,12683,DS,DSNHE,DS,TU_Ecoli-4113,fadB,fadB;fadA
4029088,+,83,DS,DSNF,DS,TU_Ecoli-4114,pepQ,pepQ;yigZ;trkH;hemG
4029153,+,164,DS,DSNFE,DS,TU_Ecoli-4115,pepQ,pepQ;yigZ;trkH;hemG
4040067,-,5,D,DSNHE,D,TU_Ecoli-4116,mobA,mobA;mobB
4040070,+,50,D,DSNHE,D,TU_Ecoli-4117,yihD,yihD
4040088,-,42,D,DSHFE,D,TU_Ecoli-4118,mobA,mobA;mobB
4040414,+,175,D,DSHFE,D,TU_Ecoli-4119,rdoA,rdoA
4044649,-,30,DS,DSNFE,DS,TU_Ecoli-4120,yihG,yihG
4044962,+,1105,DS,DSNHE,DS,TU_Ecoli-4121,polA,polA
4045027,-,26,DS,DSNHF,DS,TU_Ecoli-4122,yihG,yihG
4047922,+,16417,D,DSFE,D,TU_Ecoli-4123,spf,spf
4048772,-,38,DSH,DSHF,DSH,TU_Ecoli-4124,yihA,yihA
